,index,bm_name,bm_type,compiler,git_hash,hostname,matrix_args,nt_stores_instruction_set,tag,access_size,exec_mode,explicit_hugepages_size,flush_instruction,memory_region_size,min_io_chunk_size,numa_memory_nodes,numa_task_nodes,number_partitions,number_threads,operation,percentage_pages_first_node,run_time,transparent_huge_pages,accessed_bytes,bandwidth,execution_time,thread_bandwidth_avg,thread_bandwidth_std_dev,threads,number_operations,random_distribution,bandwidth_gb
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,65536,random,0,none,7516192768,67108864,[8],[0],1,8,read,-1,10,False,324739792896,30.21519660597064,10.009450011,3.77689957574633,0.018371229066759,"[{'accessed_bytes': 40667971584, 'bandwidth': 3.787296084025514, 'execution_time': 10.000538421}, {'accessed_bytes': 40667971584, 'bandwidth': 3.786795921413011, 'execution_time': 10.001859299}, {'accessed_bytes': 40735080448, 'bandwidth': 3.793262924556867, 'execution_time': 10.001284054}, {'accessed_bytes': 40533753856, 'bandwidth': 3.774587020924206, 'execution_time': 10.001094104}, {'accessed_bytes': 40936407040, 'bandwidth': 3.808906669449337, 'execution_time': 10.009434021}, {'accessed_bytes': 40332427264, 'bandwidth': 3.755698387057379, 'execution_time': 10.001468736}, {'accessed_bytes': 40466644992, 'bandwidth': 3.767040108474922, 'execution_time': 10.004539085}, {'accessed_bytes': 40399536128, 'bandwidth': 3.759229580786066, 'execution_time': 10.008699706}]",110000000.0,uniform,32.44332031621352
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,64,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,105495134208,9.772495603116257,10.053726703,1.085832844790695,0.011977965850163001,"[{'accessed_bytes': 11676942336, 'bandwidth': 1.084454510024235, 'execution_time': 10.028083151}, {'accessed_bytes': 11811160064, 'bandwidth': 1.095697268048695, 'execution_time': 10.03926935}, {'accessed_bytes': 11744051200, 'bandwidth': 1.088234396484853, 'execution_time': 10.050683966}, {'accessed_bytes': 11609833472, 'bandwidth': 1.077138551378004, 'execution_time': 10.0381701}, {'accessed_bytes': 11945377792, 'bandwidth': 1.10792064820359, 'execution_time': 10.04133285}, {'accessed_bytes': 11744051200, 'bandwidth': 1.093086473009524, 'execution_time': 10.006070215}, {'accessed_bytes': 11475615744, 'bandwidth': 1.067048049078402, 'execution_time': 10.015950087}, {'accessed_bytes': 11676942336, 'bandwidth': 1.083563584375939, 'execution_time': 10.036328423}, {'accessed_bytes': 11811160064, 'bandwidth': 1.0941216451326081, 'execution_time': 10.053726703}]",110000000.0,uniform,10.493137253922031
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,128,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,136432320512,12.656745284870878,10.039113306,1.4063050316523191,0.011337370330273001,"[{'accessed_bytes': 15233712128, 'bandwidth': 1.417432857887458, 'execution_time': 10.009292448}, {'accessed_bytes': 15099494400, 'bandwidth': 1.4009562930346091, 'execution_time': 10.037786382}, {'accessed_bytes': 15032385536, 'bandwidth': 1.398016939254386, 'execution_time': 10.014184812}, {'accessed_bytes': 15367929856, 'bandwidth': 1.427178573224441, 'execution_time': 10.028527802}, {'accessed_bytes': 15099494400, 'bandwidth': 1.4016543800854842, 'execution_time': 10.032787112}, {'accessed_bytes': 15032385536, 'bandwidth': 1.399062284240143, 'execution_time': 10.006702459}, {'accessed_bytes': 15233712128, 'bandwidth': 1.417221834355674, 'execution_time': 10.010782826}, {'accessed_bytes': 15233712128, 'bandwidth': 1.418499535111535, 'execution_time': 10.001765703}, {'accessed_bytes': 15099494400, 'bandwidth': 1.400875064137427, 'execution_time': 10.038368417}]",110000000.0,uniform,13.590076768080657
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,256,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,142472118272,13.213410176887209,10.04188156,1.4681566863208,0.011802408397841,"[{'accessed_bytes': 15904800768, 'bandwidth': 1.480807549364244, 'execution_time': 10.002987901}, {'accessed_bytes': 15770583040, 'bandwidth': 1.463471383845273, 'execution_time': 10.036069145}, {'accessed_bytes': 15770583040, 'bandwidth': 1.4634942655867071, 'execution_time': 10.035912231}, {'accessed_bytes': 16039018496, 'bandwidth': 1.4906143598802521, 'execution_time': 10.021035891}, {'accessed_bytes': 15904800768, 'bandwidth': 1.4802226226244262, 'execution_time': 10.006940695}, {'accessed_bytes': 15770583040, 'bandwidth': 1.462624301256944, 'execution_time': 10.04188156}, {'accessed_bytes': 15703474176, 'bandwidth': 1.461490751047019, 'execution_time': 10.006905613}, {'accessed_bytes': 15703474176, 'bandwidth': 1.461031339447104, 'execution_time': 10.010052218}, {'accessed_bytes': 15904800768, 'bandwidth': 1.4797710620490592, 'execution_time': 10.00999437}]",110000000.0,uniform,14.187791144591035
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,512,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,123346092032,11.441930936778775,10.039826375,1.271325659642086,0.009081919344602,"[{'accessed_bytes': 13690208256, 'bandwidth': 1.27090001022603, 'execution_time': 10.032260522}, {'accessed_bytes': 13757317120, 'bandwidth': 1.27854389638186, 'execution_time': 10.021165512}, {'accessed_bytes': 13555990528, 'bandwidth': 1.257865298452225, 'execution_time': 10.03684577}, {'accessed_bytes': 13623099392, 'bandwidth': 1.267752285670264, 'execution_time': 10.007869947}, {'accessed_bytes': 13690208256, 'bandwidth': 1.270028077571558, 'execution_time': 10.03914813}, {'accessed_bytes': 13757317120, 'bandwidth': 1.278748963060469, 'execution_time': 10.019558467}, {'accessed_bytes': 13623099392, 'bandwidth': 1.268707010751035, 'execution_time': 10.000338843}, {'accessed_bytes': 13757317120, 'bandwidth': 1.277986767501081, 'execution_time': 10.025534165}, {'accessed_bytes': 13891534848, 'bandwidth': 1.288807043886452, 'execution_time': 10.038352957}]",110000000.0,uniform,12.28567979413887
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,1024,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,151598923776,14.086999202618625,10.022539078,1.565222133624291,0.009326233402232001,"[{'accessed_bytes': 16777216000, 'bandwidth': 1.560721892802286, 'execution_time': 10.011392851}, {'accessed_bytes': 16777216000, 'bandwidth': 1.5612519671830989, 'execution_time': 10.007993795}, {'accessed_bytes': 16911433728, 'bandwidth': 1.5720107715279972, 'execution_time': 10.019015318}, {'accessed_bytes': 16844324864, 'bandwidth': 1.567425227088604, 'execution_time': 10.008451905}, {'accessed_bytes': 17045651456, 'bandwidth': 1.584323457925062, 'execution_time': 10.020049833}, {'accessed_bytes': 16777216000, 'bandwidth': 1.5613285720197672, 'execution_time': 10.007502764}, {'accessed_bytes': 16844324864, 'bandwidth': 1.567408623612218, 'execution_time': 10.008557924}, {'accessed_bytes': 16710107136, 'bandwidth': 1.5527502441133412, 'execution_time': 10.022539078}, {'accessed_bytes': 16911433728, 'bandwidth': 1.573500191542927, 'execution_time': 10.00953167}]",110000000.0,uniform,15.125800218506269
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,2048,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,207030845440,19.245807432969922,10.018415734,2.138423048107769,0.016977667475701,"[{'accessed_bytes': 23152558080, 'bandwidth': 2.155145434517203, 'execution_time': 10.005125248}, {'accessed_bytes': 23018340352, 'bandwidth': 2.141546509685831, 'execution_time': 10.010289248}, {'accessed_bytes': 22884122624, 'bandwidth': 2.128366761780595, 'execution_time': 10.013546717}, {'accessed_bytes': 22749904896, 'bandwidth': 2.115334859348763, 'execution_time': 10.016144681}, {'accessed_bytes': 23018340352, 'bandwidth': 2.142185023517791, 'execution_time': 10.007305515}, {'accessed_bytes': 22951231488, 'bandwidth': 2.133949848146676, 'execution_time': 10.016636529}, {'accessed_bytes': 22817013760, 'bandwidth': 2.122638432291437, 'execution_time': 10.011125624}, {'accessed_bytes': 23286775808, 'bandwidth': 2.168462791440199, 'execution_time': 10.00132448}, {'accessed_bytes': 23152558080, 'bandwidth': 2.152445876502121, 'execution_time': 10.017673492}]",110000000.0,uniform,20.665028377429884
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,4096,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,252060893184,23.436074524633646,10.016609213,2.604008280514849,0.013205641245762002,"[{'accessed_bytes': 28252831744, 'bandwidth': 2.62721405721386, 'execution_time': 10.015362063}, {'accessed_bytes': 28118614016, 'bandwidth': 2.618308208404872, 'execution_time': 10.001687317}, {'accessed_bytes': 27850178560, 'bandwidth': 2.589770901436474, 'execution_time': 10.015364674}, {'accessed_bytes': 28118614016, 'bandwidth': 2.615719173778928, 'execution_time': 10.011586971}, {'accessed_bytes': 27850178560, 'bandwidth': 2.592514302168254, 'execution_time': 10.004766407}, {'accessed_bytes': 27984396288, 'bandwidth': 2.602253610356374, 'execution_time': 10.015357418}, {'accessed_bytes': 27917287424, 'bandwidth': 2.596629671799953, 'execution_time': 10.012979626}, {'accessed_bytes': 28051505152, 'bandwidth': 2.61132971457024, 'execution_time': 10.004481569}, {'accessed_bytes': 27917287424, 'bandwidth': 2.5956998496778, 'execution_time': 10.016566439}]",110000000.0,uniform,25.164293407480066
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,8192,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,286689067008,26.660466684273977,10.014828441,2.9622740760304422,0.019535947150683002,"[{'accessed_bytes': 31876710400, 'bandwidth': 2.967242456566308, 'execution_time': 10.005080621}, {'accessed_bytes': 31809601536, 'bandwidth': 2.958428145529532, 'execution_time': 10.013763574}, {'accessed_bytes': 31876710400, 'bandwidth': 2.966883226986177, 'execution_time': 10.006292034}, {'accessed_bytes': 32010928128, 'bandwidth': 2.9775489322840922, 'execution_time': 10.012429914}, {'accessed_bytes': 32145145856, 'bandwidth': 2.992083325510149, 'execution_time': 10.005570281}, {'accessed_bytes': 31406948352, 'bandwidth': 2.920705545274634, 'execution_time': 10.014703484}, {'accessed_bytes': 31809601536, 'bandwidth': 2.9581150222229873, 'execution_time': 10.014823554}, {'accessed_bytes': 31943819264, 'bandwidth': 2.972819693606361, 'execution_time': 10.007334136}, {'accessed_bytes': 31809601536, 'bandwidth': 2.958513428007273, 'execution_time': 10.013474916}]",110000000.0,uniform,28.626458126263575
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,16384,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,309103427584,28.749112781657225,10.013352488,3.19434586462858,0.017535066919604003,"[{'accessed_bytes': 34628173824, 'bandwidth': 3.22070057793883, 'execution_time': 10.013349338}, {'accessed_bytes': 34561064960, 'bandwidth': 3.215170227539555, 'execution_time': 10.011134006}, {'accessed_bytes': 34158411776, 'bandwidth': 3.179270653491674, 'execution_time': 10.006225788}, {'accessed_bytes': 34426847232, 'bandwidth': 3.203198376010183, 'execution_time': 10.009526803}, {'accessed_bytes': 34158411776, 'bandwidth': 3.177910962595778, 'execution_time': 10.01050702}, {'accessed_bytes': 34493956096, 'bandwidth': 3.211364979015454, 'execution_time': 10.003534388}, {'accessed_bytes': 34158411776, 'bandwidth': 3.180874661561247, 'execution_time': 10.001179985}, {'accessed_bytes': 34158411776, 'bandwidth': 3.177574815379744, 'execution_time': 10.011566005}, {'accessed_bytes': 34359738368, 'bandwidth': 3.196210524858569, 'execution_time': 10.01185615}]",110000000.0,uniform,30.869124796558342
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,32768,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,320377716736,29.802628692213222,10.011700749,3.311403188023691,0.026290014707474003,"[{'accessed_bytes': 35769024512, 'bandwidth': 3.328029555323308, 'execution_time': 10.009676731}, {'accessed_bytes': 35836133376, 'bandwidth': 3.3360552542174498, 'execution_time': 10.004330701}, {'accessed_bytes': 36037459968, 'bandwidth': 3.354532215839258, 'execution_time': 10.005120786}, {'accessed_bytes': 35299262464, 'bandwidth': 3.284729787002104, 'execution_time': 10.00843361}, {'accessed_bytes': 35299262464, 'bandwidth': 3.284777094538769, 'execution_time': 10.008289468}, {'accessed_bytes': 35836133376, 'bandwidth': 3.33407705911821, 'execution_time': 10.010266532}, {'accessed_bytes': 35366371328, 'bandwidth': 3.290158856752999, 'execution_time': 10.010914802}, {'accessed_bytes': 35567697920, 'bandwidth': 3.310095813856556, 'execution_time': 10.007263192}, {'accessed_bytes': 35366371328, 'bandwidth': 3.291466010591925, 'execution_time': 10.006939125}]",110000000.0,uniform,32.00032889197176
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,65536,random,0,none,7516192768,67108864,[8],[0],1,9,read,-1,10,False,327893909504,30.503280312875944,10.011218363,3.389253368097327,0.019616151577792,"[{'accessed_bytes': 36641439744, 'bandwidth': 3.410060412772171, 'execution_time': 10.007154088}, {'accessed_bytes': 36507222016, 'bandwidth': 3.398347402349148, 'execution_time': 10.004862945}, {'accessed_bytes': 36708548608, 'bandwidth': 3.415176393573528, 'execution_time': 10.0104639}, {'accessed_bytes': 36641439744, 'bandwidth': 3.412421726211686, 'execution_time': 10.000229379}, {'accessed_bytes': 36373004288, 'bandwidth': 3.3844765398190733, 'execution_time': 10.008933317}, {'accessed_bytes': 36171677696, 'bandwidth': 3.365568592292066, 'execution_time': 10.009452809}, {'accessed_bytes': 36171677696, 'bandwidth': 3.365730933630791, 'execution_time': 10.008970017}, {'accessed_bytes': 36238786560, 'bandwidth': 3.37479554172438, 'execution_time': 10.000605839}, {'accessed_bytes': 36440113152, 'bandwidth': 3.392049119721824, 'execution_time': 10.005014315}]",110000000.0,uniform,32.75264784113071
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,64,random,0,none,7516192768,67108864,[8],[0],1,10,read,-1,10,False,118312927232,10.97273793899669,10.041933072,1.097273793899669,0.008065967050291,"[{'accessed_bytes': 11676942336, 'bandwidth': 1.082960397116078, 'execution_time': 10.041918457}, {'accessed_bytes': 11811160064, 'bandwidth': 1.097513317103867, 'execution_time': 10.022657428}, {'accessed_bytes': 11878268928, 'bandwidth': 1.103227857433871, 'execution_time': 10.027393639}, {'accessed_bytes': 11945377792, 'bandwidth': 1.108556511413652, 'execution_time': 10.035573185}, {'accessed_bytes': 11878268928, 'bandwidth': 1.102218030671571, 'execution_time': 10.036580506}, {'accessed_bytes': 11878268928, 'bandwidth': 1.104106931757779, 'execution_time': 10.01940997}, {'accessed_bytes': 11744051200, 'bandwidth': 1.090791374780111, 'execution_time': 10.027123658}, {'accessed_bytes': 11878268928, 'bandwidth': 1.103242079313058, 'execution_time': 10.027264376}, {'accessed_bytes': 11744051200, 'bandwidth': 1.091601563836334, 'execution_time': 10.019681505}, {'accessed_bytes': 11878268928, 'bandwidth': 1.103348619134578, 'execution_time': 10.026296139}]",110000000.0,uniform,11.781887648892308
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,128,random,0,none,7516192768,67108864,[8],[0],1,10,read,-1,10,False,150927835136,13.994768407349127,10.04393184,1.399476840734912,0.016341734806108,"[{'accessed_bytes': 15032385536, 'bandwidth': 1.398540581366688, 'execution_time': 10.010435297}, {'accessed_bytes': 15233712128, 'bandwidth': 1.412639902836438, 'execution_time': 10.043253041}, {'accessed_bytes': 15233712128, 'bandwidth': 1.413353248000446, 'execution_time': 10.038184028}, {'accessed_bytes': 14831058944, 'bandwidth': 1.377313994567433, 'execution_time': 10.028577401}, {'accessed_bytes': 15300820992, 'bandwidth': 1.4245906660957122, 'execution_time': 10.002873344}, {'accessed_bytes': 15032385536, 'bandwidth': 1.3974555523385481, 'execution_time': 10.018207718}, {'accessed_bytes': 15166603264, 'bandwidth': 1.410827597911297, 'execution_time': 10.01185405}, {'accessed_bytes': 15233712128, 'bandwidth': 1.415077843703478, 'execution_time': 10.025950207}, {'accessed_bytes': 14831058944, 'bandwidth': 1.376348643692123, 'execution_time': 10.035611299}, {'accessed_bytes': 15032385536, 'bandwidth': 1.3975670914485652, 'execution_time': 10.01740817}]",110000000.0,uniform,15.026768156164628
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,256,random,0,none,7516192768,67108864,[8],[0],1,10,read,-1,10,False,157638721536,14.621113040400347,10.04113022,1.462111304040034,0.014439220457296,"[{'accessed_bytes': 15502147584, 'bandwidth': 1.439454056607382, 'execution_time': 10.029844255}, {'accessed_bytes': 15636365312, 'bandwidth': 1.4558981236913051, 'execution_time': 10.002416902}, {'accessed_bytes': 15703474176, 'bandwidth': 1.459680643914542, 'execution_time': 10.019314883}, {'accessed_bytes': 15904800768, 'bandwidth': 1.477483649506116, 'execution_time': 10.025491656}, {'accessed_bytes': 15703474176, 'bandwidth': 1.45651183662309, 'execution_time': 10.041113043}, {'accessed_bytes': 15904800768, 'bandwidth': 1.476180799709956, 'execution_time': 10.034339969}, {'accessed_bytes': 15837691904, 'bandwidth': 1.473763590751582, 'execution_time': 10.008389468}, {'accessed_bytes': 15703474176, 'bandwidth': 1.458586720493626, 'execution_time': 10.026829255}, {'accessed_bytes': 15703474176, 'bandwidth': 1.460403752809738, 'execution_time': 10.014353888}, {'accessed_bytes': 16039018496, 'bandwidth': 1.488603364207906, 'execution_time': 10.034573587}]",110000000.0,uniform,15.699300584909656
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,512,random,0,none,7516192768,67108864,[8],[0],1,10,read,-1,10,False,123681636352,11.476688336634988,10.036649652,1.147668833663498,0.00870037461489,"[{'accessed_bytes': 12348030976, 'bandwidth': 1.14920938462539, 'execution_time': 10.006879646}, {'accessed_bytes': 12348030976, 'bandwidth': 1.147794439869285, 'execution_time': 10.019215637}, {'accessed_bytes': 12280922112, 'bandwidth': 1.140826758746977, 'execution_time': 10.025623884}, {'accessed_bytes': 12213813248, 'bandwidth': 1.134992815172194, 'execution_time': 10.022089874}, {'accessed_bytes': 12549357568, 'bandwidth': 1.164482624282194, 'execution_time': 10.036646109}, {'accessed_bytes': 12415139840, 'bandwidth': 1.155649527741204, 'execution_time': 10.005195972}, {'accessed_bytes': 12348030976, 'bandwidth': 1.149967401414085, 'execution_time': 10.000283474}, {'accessed_bytes': 12482248704, 'bandwidth': 1.158566116094959, 'execution_time': 10.033954764}, {'accessed_bytes': 12348030976, 'bandwidth': 1.146746665375995, 'execution_time': 10.028370125}, {'accessed_bytes': 12348030976, 'bandwidth': 1.147992179357383, 'execution_time': 10.017489846}]",110000000.0,uniform,12.323000268057978
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,1024,random,0,none,7516192768,67108864,[8],[0],1,10,read,-1,10,False,153008209920,14.205880963122228,10.031056882,1.4205880963122222,0.008920926915140001,"[{'accessed_bytes': 15233712128, 'bandwidth': 1.417574881455968, 'execution_time': 10.00828964}, {'accessed_bytes': 15233712128, 'bandwidth': 1.415938727144474, 'execution_time': 10.019854481}, {'accessed_bytes': 15367929856, 'bandwidth': 1.427161697939788, 'execution_time': 10.028646383}, {'accessed_bytes': 15367929856, 'bandwidth': 1.429369765273162, 'execution_time': 10.013154292}, {'accessed_bytes': 15233712128, 'bandwidth': 1.414358416832862, 'execution_time': 10.031050002}, {'accessed_bytes': 15300820992, 'bandwidth': 1.4213850054452242, 'execution_time': 10.025432902}, {'accessed_bytes': 15099494400, 'bandwidth': 1.405356706792356, 'execution_time': 10.006356345}, {'accessed_bytes': 15435038720, 'bandwidth': 1.435058774592119, 'execution_time': 10.017011327}, {'accessed_bytes': 15367929856, 'bandwidth': 1.427079307920667, 'execution_time': 10.02922537}, {'accessed_bytes': 15367929856, 'bandwidth': 1.427087698791488, 'execution_time': 10.029166401}]",110000000.0,uniform,15.253448536869739
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,2048,random,0,none,7516192768,67108864,[8],[0],1,10,read,-1,10,False,207232172032,19.25830485714064,10.021650474,1.925830485714064,0.017299357609208,"[{'accessed_bytes': 20669530112, 'bandwidth': 1.921239037024309, 'execution_time': 10.019575716}, {'accessed_bytes': 20602421248, 'bandwidth': 1.9174360257678, 'execution_time': 10.006852767}, {'accessed_bytes': 20803747840, 'bandwidth': 1.935290074459306, 'execution_time': 10.011419092}, {'accessed_bytes': 20535312384, 'bandwidth': 1.909845291362924, 'execution_time': 10.013900124}, {'accessed_bytes': 20602421248, 'bandwidth': 1.918522354084883, 'execution_time': 10.001186569}, {'accessed_bytes': 21072183296, 'bandwidth': 1.958440282942207, 'execution_time': 10.020729338}, {'accessed_bytes': 20535312384, 'bandwidth': 1.909542060915654, 'execution_time': 10.015490306}, {'accessed_bytes': 20803747840, 'bandwidth': 1.936291733240136, 'execution_time': 10.006240107}, {'accessed_bytes': 21005074432, 'bandwidth': 1.952171204933877, 'execution_time': 10.020893634}, {'accessed_bytes': 20602421248, 'bandwidth': 1.917377101049548, 'execution_time': 10.007160297}]",110000000.0,uniform,20.678447384454252
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,4096,random,0,none,7516192768,67108864,[8],[0],1,10,read,-1,10,False,254879465472,23.694707904871553,10.018059769,2.369470790487155,0.011949513179329001,"[{'accessed_bytes': 25367150592, 'bandwidth': 2.358405605988484, 'execution_time': 10.017360856}, {'accessed_bytes': 25501368320, 'bandwidth': 2.370718858922157, 'execution_time': 10.018058409}, {'accessed_bytes': 25501368320, 'bandwidth': 2.372492790188955, 'execution_time': 10.010567829}, {'accessed_bytes': 25568477184, 'bandwidth': 2.380567628857615, 'execution_time': 10.002866422}, {'accessed_bytes': 25367150592, 'bandwidth': 2.358531690241092, 'execution_time': 10.01682534}, {'accessed_bytes': 25769803776, 'bandwidth': 2.397364091229337, 'execution_time': 10.010995029}, {'accessed_bytes': 25434259456, 'bandwidth': 2.368090209099784, 'execution_time': 10.002786173}, {'accessed_bytes': 25501368320, 'bandwidth': 2.374446557110573, 'execution_time': 10.002330829}, {'accessed_bytes': 25501368320, 'bandwidth': 2.373196031174636, 'execution_time': 10.007601432}, {'accessed_bytes': 25367150592, 'bandwidth': 2.3599519836787373, 'execution_time': 10.010796899}]",110000000.0,uniform,25.441998884924
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,8192,random,0,none,7516192768,67108864,[8],[0],1,10,read,-1,10,False,289977401344,26.96814415793282,10.014129946,2.6968144157932823,0.025424603096078004,"[{'accessed_bytes': 28991029248, 'bandwidth': 2.696191100538557, 'execution_time': 10.014126964}, {'accessed_bytes': 28789702656, 'bandwidth': 2.6790604199931023, 'execution_time': 10.00817294}, {'accessed_bytes': 29259464704, 'bandwidth': 2.723942961675978, 'execution_time': 10.003880545}, {'accessed_bytes': 28454158336, 'bandwidth': 2.648161484759429, 'execution_time': 10.00694261}, {'accessed_bytes': 29259464704, 'bandwidth': 2.723946979572978, 'execution_time': 10.003865789}, {'accessed_bytes': 28923920384, 'bandwidth': 2.690727053989036, 'execution_time': 10.011234681}, {'accessed_bytes': 28923920384, 'bandwidth': 2.6925831612785682, 'execution_time': 10.004333529}, {'accessed_bytes': 28923920384, 'bandwidth': 2.692071568216806, 'execution_time': 10.006234722}, {'accessed_bytes': 29393682432, 'bandwidth': 2.736041058910928, 'execution_time': 10.005332307}, {'accessed_bytes': 29058138112, 'bandwidth': 2.70364638150513, 'execution_time': 10.009630026}]",110000000.0,uniform,28.95682429803373
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,16384,random,0,none,7516192768,67108864,[8],[0],1,10,read,-1,10,False,312056217600,29.019870808066507,10.014689656,2.9019870808066512,0.035482280527978,"[{'accessed_bytes': 30735859712, 'bandwidth': 2.859874580797211, 'execution_time': 10.00918019}, {'accessed_bytes': 31406948352, 'bandwidth': 2.924892889252438, 'execution_time': 10.000366204}, {'accessed_bytes': 30735859712, 'bandwidth': 2.860646649112072, 'execution_time': 10.006478783}, {'accessed_bytes': 31272730624, 'bandwidth': 2.9084532456301453, 'execution_time': 10.013913768}, {'accessed_bytes': 31071404032, 'bandwidth': 2.890015391482431, 'execution_time': 10.012922452}, {'accessed_bytes': 31809601536, 'bandwidth': 2.959486475077579, 'execution_time': 10.010182594}, {'accessed_bytes': 31608274944, 'bandwidth': 2.942109809086752, 'execution_time': 10.00557488}, {'accessed_bytes': 31541166080, 'bandwidth': 2.935919807808826, 'execution_time': 10.005382273}, {'accessed_bytes': 30937186304, 'bandwidth': 2.877706903662887, 'execution_time': 10.012312221}, {'accessed_bytes': 30937186304, 'bandwidth': 2.880040399736345, 'execution_time': 10.004199942}]",110000000.0,uniform,31.159849013697688
2,2,random_reads,single,gcc 12.3,9c384f0d50f57e6cea911baa7466a02dd8bb53a1-dirty,gp03,"['access_size', 'number_threads']",none,,32768,random,0,none,7516192768,67108864,[8],[0],1,10,read,-1,10,False,323934486528,30.122752316231097,10.01527008,3.01227523162311,0.041327037231557,"[{'accessed_bytes': 32749125632, 'bandwidth': 3.046289932629919, 'execution_time': 10.01217897}, {'accessed_bytes': 32547799040, 'bandwidth': 3.028781926173959, 'execution_time': 10.008148734}, {'accessed_bytes': 32950452224, 'bandwidth': 3.064426424659973, 'execution_time': 10.014108922}, {'accessed_bytes': 31608274944, 'bandwidth': 2.9399938529754612, 'execution_time': 10.012776037}, {'accessed_bytes': 31943819264, 'bandwidth': 2.974327300261125, 'execution_time': 10.002261687}, {'accessed_bytes': 32749125632, 'bandwidth': 3.046460879480809, 'execution_time': 10.011617154}, {'accessed_bytes': 32078036992, 'bandwidth': 2.98424105060796, 'execution_time': 10.01092053}, {'accessed_bytes': 32547799040, 'bandwidth': 3.028909716844862, 'execution_time': 10.007726487}, {'accessed_bytes': 32749125632, 'bandwidth': 3.045353849200189, 'execution_time': 10.015256522}, {'accessed_bytes': 32010928128, 'bandwidth': 2.977175655921998, 'execution_time': 10.013685266}]",110000000.0,uniform,32.344059015930206
