,Name,Product Collection,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Intel® UPI Speed,Max # of UPI Links,TDP,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Marketing Status,Launch Date,Servicing Status,Use Conditions,Embedded Options Available,Extended Temperature Options,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported   ‡,Maximum Memory Speed,Intel® Optane™ DC Persistent Memory Supported,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Package Carrier,DTS Max,TCASE,Package Size,Intel® On Demand Available Upgrades,Intel® Virtual RAID on CPU (Intel® VROC) Activation Options,Intel® On Demand Activation Model,Intel® Data Streaming Accelerator (DSA),Intel® Advanced Matrix Extensions (AMX),Intel® Speed Select Technology – Core Power,Intel® Speed Select Technology – Turbo Frequency,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Select Technology - Base Frequency,High Priority Cores,High Priority Core Frequency,Low Priority Cores,Low Priority Core Frequency,Intel® Resource Director Technology (Intel® RDT),Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set Extensions,# of AVX-512 FMA Units,Intel® QuickAssist Technology (QAT),Intel® Dynamic Load Balancer (DLB),Intel® Speed Select Technology - Performance Profile,Intel® In-memory Analytics Accelerator (IAA),Intel® vRAN Boost,Intel® Volume Management Device (VMD),Intel® Virtual RAID on CPU (Intel® VROC) Available,Intel® Software Guard Extensions (Intel® SGX),Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,Intel® Crypto Acceleration,Intel® QuickAssist Software Acceleration,Intel® Platform Firmware Resilience Support,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Run Sure Technology,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Intel® Trust Domain Extensions (Intel® TDX),Intel® Total Memory Encryption - Multi Key,Intel® Speed Select Technology
53,Intel® Xeon® Gold 6443N Processor ,4th Gen Intel® Xeon® Scalable Processors,Server,6443N,Intel 7,$3250.00,32,64,3.60 GHz,2.00 GHz,60 MB,,,195 W,Yes,Launched,Q3'23,Baseline Servicing,,Yes,,4 TB,DDR5-4400,8,Yes,4400 MHz,No,1S Only,4,64,FCLGA4677,E1B,91 °C,81,77.5mm x 56.5mm,See the specifications,,Yes,1 default devices,No,Yes,Yes,,No,,,,,Yes,Yes,2.0,Yes,Yes,Yes,Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,0 default devices,0 default devices,Yes,0 default devices,Yes,,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
54,Intel® Xeon® Silver 4509Y Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,4509Y,Intel 7,$563.00,8,16,4.1 GHz,2.60 GHz,22.5 MB,16 GT/s,2,125 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,DDR5 @ 4400 MT/s (1 DPC  &2DPC),8,Yes,,,2S,5,80,FCLGA4677,E1B,100 °C,84,,,,Yes,1 default devices,Yes,,,Yes,,,,,,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,64 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
55,Intel® Xeon® Silver 4510 Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,4510,Intel 7,$563.00,12,24,4.1 GHz,2.40 GHz,30 MB,16 GT/s,2,150 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,DDR5 @ 4400 MT/s (1 DPC  &2DPC),8,Yes,,,2S,5,80,FCLGA4677,E1B,102 °C,84,,,,Yes,1 default devices,Yes,,,Yes,,,,,,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,64 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,
56,Intel® Xeon® Silver 4510T Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,4510T,Intel 7,$624.00,12,24,3.7 GHz,2.00 GHz,30 MB,16 GT/s,2,115 W,,Launched,Q4'23,Baseline Servicing,Industrial Commercial Temp |  Server/Enterprise,Yes,,4 TB,DDR5 @ 4400 MT/s (1 DPC  &2DPC),8,Yes,,,2S,5,80,FCLGA4677,E1B,93 °C,84,,,,Yes,1 default devices,Yes,,,Yes,,,,,,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,64 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
57,Intel® Xeon® Bronze 3508U Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,3508U,Intel 7,$415.00-$425.00,8,8,2.2 GHz,2.10 GHz,22.5 MB,0 GT/s,0,125 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,DDR5 @ 4400 MT/s (1 DPC  &2DPC),8,Yes,,,1S Only,4,80,FCLGA4677,E1B,98 °C,83,,See the specifications,,,1 default devices,,,,Yes,,,,,,Yes,Yes,2.0,,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,1,,,,,,Yes,,Yes with Intel® SPS,64 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,
58,Intel® Xeon® Platinum 8571N Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8571N,Intel 7,$6839.00,52,104,4 GHz,2.4 GHz,300 MB,0 GT/s,0,300 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,DDR5 @ 4800 MT/s (1 DPC),8,Yes,,,1S Only,5.0,80,FCLGA4677,E1A,94 °C,78,77.5mm x 56.5mm,,,Yes,4 default devices,Yes,Yes,Yes,Yes,Yes,16,2.6 GHz,36,2.2 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,4 default devices,4 default devices,,4 default devices,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
59,Intel® Xeon® Platinum 8568Y+ Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8568Y+,Intel 7,$6497.00,48,96,4 GHz,2.3 GHz,300 MB,20 GT/s,4,350 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 5600 MT/s (1 DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1A,100 °C,81,77.5mm x 56.5mm,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,16,2.5 GHz,32,2.1 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
60,Intel® Xeon® Gold 6530 Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,6530,Intel 7,$2128.00-$2138.00,32,64,4 GHz,2.1 GHz,160 MB,20 GT/s,3,270 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,DDR5 @ 4800 MT/s (1 DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1A,91 °C,74,77.5mm x 56.5mm,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,12,2.3 GHz,20,1.9 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
61,Intel® Xeon® Platinum 8580 Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8580,Intel 7,$10710.00,60,120,4 GHz,2 GHz,300 MB,20 GT/s,4,350 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 5600 MT/s (1 DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1A,98 °C,81,77.5mm x 56.5mm,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,16,2.2 GHz,44,1.8 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
62,Intel® Xeon® Platinum 8593Q Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8593Q,Intel 7,$12400.00,64,128,3.9 GHz,2.2 GHz,320 MB,20 GT/s,4,385 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 5600 MT/s (1 DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1A,79 °C,60,77.5mm x 56.5mm,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,16,2.4 GHz,48,2 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
63,Intel® Xeon® Platinum 8558 Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8558,Intel 7,$4650.00,48,96,4 GHz,2.1 GHz,260 MB,20 GT/s,4,330 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 5200 MT/s (1 DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1A,96 °C,78,77.5mm x 56.5mm,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,16,2.2 GHz,32,1.8 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
64,Intel® Xeon® Platinum 8558P Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8558P,Intel 7,$6759.00,48,96,4 GHz,2.7 GHz,260 MB,20 GT/s,3,350 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 5600 MT/s (1 DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1A,101 °C,81,77.5mm x 56.5mm,,,Yes,1 default devices,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
65,Intel® Xeon® Platinum 8592+ Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8592+,Intel 7,$11600.00,64,128,3.9 GHz,1.9 GHz,320 MB,20 GT/s,4,350 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 5600 MT/s (1 DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1A,98 °C,81,77.5mm x 56.5mm,See the specifications,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,20,2.1 GHz,44,1.7 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,Yes,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
66,Intel® Xeon® Gold 6554S Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,6554S,Intel 7,$3157.00,36,72,4 GHz,2.2 GHz,180 MB,20 GT/s,4,270 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 5200 MT/s (1 DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1A,91 °C,74,77.5mm x 56.5mm,,,Yes,4 default devices,Yes,Yes,Yes,Yes,Yes,12,2.4 GHz,24,2 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,4 default devices,4 default devices,,,,Yes,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
67,Intel® Xeon® Platinum 8570 Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8570,Intel 7,$9595.00,56,112,4 GHz,2.1 GHz,300 MB,20 GT/s,4,350 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 5600 MT/s (1 DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1A,99 °C,81,77.5mm x 56.5mm,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,16,2.3 GHz,40,1.9 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
68,Intel® Xeon® Platinum 8558U Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8558U,Intel 7,$3720.00,48,96,4 GHz,2 GHz,260 MB,0 GT/s,0,300 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 4800 MT/s (1 DPC),8,Yes,,,1S Only,5.0,80,FCLGA4677,E1A,95 °C,78,77.5mm x 56.5mm,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,16,2.2 GHz,32,1.8 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
69,Intel® Xeon® Platinum 8581V Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8581V,Intel 7,$7568.00,60,120,3.9 GHz,2 GHz,300 MB,0 GT/s,0,270 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 4800 MT/s (1 DPC),8,Yes,,,1S Only,5.0,80,FCLGA4677,E1A,88 °C,74,77.5mm x 56.5mm,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,16,2.2 GHz,44,1.8 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
70,Intel® Xeon® Platinum 8592V Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8592V,Intel 7,$10995.00,64,128,3.9 GHz,2 GHz,320 MB,16 GT/s,3,330 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,DDR5 @ 4800 MT/s (1 DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1A,94 °C,78,77.5mm x 56.5mm,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,20,2.2 GHz,44,1.8 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
71,Intel® Xeon® Gold 6534 Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,6534,Intel 7,$2816.00,8,16,4.2 GHz,3.9 GHz,22.5 MB,20 GT/s,3,195 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,Up to DDR5 4800 MT/s 1DPC,8,Yes,,,2S,5.0,80,FCLGA4677,E1B,97 °C,64,,,,Yes,1 default devices,Yes,Yes,Yes,Yes,,NA,,,,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
72,Intel® Xeon® Silver 4516Y+ Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,4516Y+,Intel 7,$1295.00-$1305.00,24,48,3.7 GHz,2.2 GHz,45 MB,16 GT/s,2,185 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,Up to DDR5 4400 MT/s (1DPC & 2DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1B,90 °C,81,,,,Yes,1 default devices,Yes,Yes,,Yes,,NA,,,,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,64 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
73,Intel® Xeon® Silver 4514Y Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,4514Y,Intel 7,$780.00-$790.00,16,32,3.4 GHz,2 GHz,30 MB,16 GT/s,2,150 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,Up to DDR5 4400 MT/s (1DPC & 2DPC),8,Yes,,,2S,5.0,80,FCLGA4677,E1B,90 °C,79,,,VROC RAID1 Only |  VROC Standard |  VROC Premium,Yes,1 default devices,Yes,Yes,,Yes,,NA,,,,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,64 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
74,Intel® Xeon® Platinum 8562Y+ Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,8562Y+,Intel 7,$5945.00,32,64,4.1 GHz,2.8 GHz,60 MB,20 GT/s,3,300 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,Up to DDR5 5600 MT/s 1DPC,8,Yes,,,2S,5.0,80,FCLGA4677,E1B,98 °C,81,,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,12,3 GHz,20,2.6 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,512 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
75,Intel® Xeon® Gold 6542Y Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,6542Y,Intel 7,$2878.00,24,48,4.1 GHz,2.9 GHz,60 MB,20 GT/s,3,250 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,Up to DDR5 5200 MT/s 1DPC,8,Yes,,,2S,5.0,80,FCLGA4677,E1B,101 °C,83,,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,8,3.1 GHz,16,2.7 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
76,Intel® Xeon® Gold 6526Y Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,6526Y,Intel 7,$1517.00,16,32,3.9 GHz,2.8 GHz,37.5 MB,20 GT/s,3,195 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,Up to DDR5 5200 MT/s 1DPC,8,Yes,,,2S,5.0,80,FCLGA4677,E1B,99 °C,82,,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,4,3 GHz,12,2.6 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
77,Intel® Xeon® Gold 5520+ Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,5520+,Intel 7,$1640.00-$1650.00,28,56,4 GHz,2.2 GHz,52.5 MB,20 GT/s,3,205 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,Yes,,,2S,5.0,80,FCLGA4677,E1B,96 °C,85,,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,8,2.4 GHz,20,2 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
78,Intel® Xeon® Gold 5515+ Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,5515+,Intel 7,$1099.00-$1109.00,8,16,4.1 GHz,3.2 GHz,22.5 MB,20 GT/s,3,165 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,Yes,,,2S,5.0,80,FCLGA4677,E1B,98 °C,76,,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,2,3.3 GHz,6,3.2 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
79,Intel® Xeon® Gold 6538Y+ Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,6538Y+,Intel 7,$3141.00,32,64,4 GHz,2.2 GHz,60 MB,20 GT/s,3,225 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,Up to DDR5 5200 MT/s 1DPC,8,Yes,,,2S,5.0,80,FCLGA4677,E1B,90 °C,79,,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,12,2.4 GHz,20,2 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
80,Intel® Xeon® Gold 6548Y+ Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,6548Y+,Intel 7,$3726.00,32,64,4.1 GHz,2.5 GHz,60 MB,20 GT/s,3,250 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,Yes,,4 TB,Up to DDR5 5200 MT/s 1DPC,8,Yes,,,2S,5.0,80,FCLGA4677,E1B,97 °C,83,,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,12,2.7 GHz,20,2.3 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,1 default devices,1 default devices,,1 default devices,,Yes,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,See the specifications
81,Intel® Xeon® Gold 5512U Processor ,5th Gen Intel® Xeon® Scalable Processors,Server,5512U,Intel 7,$1230.00,28,56,3.7 GHz,2.1 GHz,52.5 MB,0 GT/s,0,185 W,,Launched,Q4'23,Baseline Servicing,Server/Enterprise,,,4 TB,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,Yes,,,1S Only,5.0,80,FCLGA4677,E1B,98 °C,89,,,,Yes,1 default devices,Yes,Yes,Yes,Yes,Yes,8,2.3 GHz,20,1.9 GHz,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AMX |  Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512,2,,,,,,Yes,,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
